#chrom	start	end	APR469--1.bam	APR469-1.bam	APR469--2.bam	APR469-2.bam	APR469--3.bam	APR469-3.bam	APR469--4.bam	APR469-4.bam	APR469--5.bam	APR469-5.bam	EG10.bam	EG11.bam	EG12.bam	EG1.bam	EG2.bam	EG3.bam	EG4.bam	EG5.bam	EG6.bam	EG8.bam	EG9.bam	G1-469.bam	G1-469-.bam	G1-N2.bam	G1-N2-.bam	G2-469.bam	G2-469-.bam	G2-N2.bam	G2-N2-.bam	G3-469.bam	G3-469-.bam	G3-N2.bam	G3-N2-.bam	G4-469.bam	G4-469-.bam	G4-N2.bam	G4-N2-.bam	G5-469.bam	G5-469-.bam	G5-N2.bam	G5-N2-.bam	N2--1.bam	N2-1.bam	N2--2.bam	N2-2.bam	N2--3.bam	N2-3.bam	N2--4.bam	N2-4.bam	N2--5.bam	N2-5.bam	VH1075-1.bam	VH1075-2.bam	VH1075-3.bam	VH1075-4.bam	VH1075-5.bam
I	9009012	9013885	rbpl.1	1.806197	2.668040	1.951381	2.785502	1.592064	2.873440	3.553016	1.852021	3.360028	1.774385	7.175924	5.625665	6.837444	13.968730	4.982901	2.241596	11.103920	4.989219	6.110393	1.752362	3.798447	3.918606	3.281525	5.244152	2.706194	4.487816	2.955300	5.441120	2.614250	4.067376	3.758034	5.040876	3.515566	4.573185	3.294928	4.515372	3.173246	4.862027	3.213958	4.374194	3.047686	1.455202	2.535504	1.604065	2.782588	1.453555	2.658691	2.034915	3.562104	3.437345	2.648288	1.302892	1.397674	1.253947	1.574452	1.307393
I	6053785	6055821	ari.1.3	0.389359	0.523379	0.354437	0.592800	0.301488	0.573562	0.574440	0.279105	0.617668	0.263653	4.541510	3.342787	15.452327	2.248638	1.350203	7.723355	1.249613	0.230340	6.098670	2.815031	0.000000	1.336785	0.521502	1.195917	0.458330	1.131330	0.529501	1.426397	0.465331	1.155830	0.789662	0.771525	0.480024	1.424645	0.615114	1.265181	0.405435	1.314039	0.588548	1.235320	0.560922	0.325684	0.782073	0.293050	0.818173	0.367472	0.611402	0.432598	0.623394	0.372174	0.569211	0.276603	0.251009	0.393853	0.548120	0.384330
III	8013753	8016538	F44B9.5	0.295747	0.262184	0.436793	0.275669	0.214283	0.294435	0.302207	0.221594	0.325955	0.255018	0.028137	0.363898	0.000000	0.000000	0.005499	0.000000	0.000000	1.311684	0.139371	0.000000	0.000000	0.519011	0.340464	0.429678	0.333225	0.521443	0.417483	0.672798	0.384389	0.478973	0.597871	0.258441	0.380506	0.682828	0.344987	0.548211	0.310056	0.606799	0.529040	0.528463	0.446868	0.320260	0.356509	0.175530	0.329359	0.228473	0.273426	0.400159	0.274919	0.200481	0.327719	0.146845	0.202367	0.252218	0.181900	0.192904
III	10755624	10757640	rnf.113	0.580071	1.476929	0.734316	1.626216	0.532838	1.646963	1.724150	0.675890	1.660700	0.589888	4.926670	2.012302	0.122879	0.370263	1.659867	9.221536	1.010222	1.077420	3.311199	2.642097	0.000000	2.280452	0.921070	2.988513	0.925753	2.766573	1.003805	3.255386	0.857588	2.250323	1.361856	2.453327	1.121881	2.848533	1.097799	2.164653	1.173652	2.980719	1.170271	2.257636	1.237072	0.669439	1.714576	0.458858	1.550625	0.527195	1.638530	0.748953	1.814817	1.147381	1.514002	0.482206	0.658623	0.669100	0.779350	0.599594
II	5827587	5828586	ZK1248.11	0.368625	0.699920	0.412775	0.664655	0.256018	0.597296	0.725780	0.275238	0.733623	0.330668	0.215706	1.151321	0.000000	0.727272	0.000000	0.000000	0.650632	0.000000	1.054050	0.507790	0.000000	1.746918	0.593213	1.470719	0.467047	1.569517	0.563512	1.542387	0.567946	1.442348	0.814721	0.861654	0.517266	1.464292	0.933043	1.650886	0.327471	1.670640	0.718757	1.488378	0.571591	0.255091	1.030877	0.316190	0.651019	0.318467	0.727448	0.293884	0.645538	0.239528	0.803127	0.181198	0.234268	0.311119	0.418908	0.344877
I	9416704	9418885	marc.3	0.143069	1.294214	0.158819	1.266926	0.095769	1.503902	1.506843	0.168096	1.622890	0.230979	2.838360	0.543711	0.000000	0.292054	0.789968	0.467817	0.005677	0.022634	1.534753	1.395551	5.373587	2.992327	0.341914	2.779369	0.319718	2.971503	0.330657	3.081788	0.363222	2.928266	0.428369	2.017985	0.309042	3.246256	0.418610	2.706536	0.251158	2.762908	0.425426	2.500508	0.378178	0.140689	1.892392	0.075863	1.789182	0.099386	1.420507	0.175820	1.566785	0.329145	1.276839	0.344284	0.499300	0.624181	0.949299	0.538168
V	10426570	10428708	tag.314	0.228781	0.000000	0.352958	0.027498	0.259192	0.006849	0.000000	0.217204	0.000000	0.309015	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.022611	0.461974	0.012966	0.342936	0.038415	0.533496	0.166086	0.751069	0.026487	0.894076	0.031845	0.444863	0.068420	0.686378	0.089741	0.478613	0.170638	0.604086	0.115517	0.598079	0.347851	0.002470	0.119601	0.002870	0.354846	0.000000	0.361515	0.014421	0.111922	0.000000	0.034494	0.029041	0.026167	0.044642	0.040970
I	1211485	1254719	herc.1	0.127571	0.111897	0.148505	0.111106	0.102047	0.101437	0.116298	0.125643	0.127523	0.116520	0.265527	0.140991	0.005730	0.131831	0.206163	0.528216	0.077747	0.103335	0.228713	0.066695	0.509885	0.158444	0.157519	0.151003	0.166267	0.165185	0.176251	0.227038	0.166766	0.132294	0.245727	0.131721	0.170278	0.177296	0.184528	0.180725	0.156879	0.194471	0.222053	0.179303	0.167748	0.133585	0.120018	0.119565	0.139218	0.108036	0.093696	0.147040	0.110654	0.132833	0.105455	0.078931	0.073354	0.077066	0.094079	0.096979
III	5583125	5584522	uev.2	0.008049	0.003694	0.035421	0.074265	0.018308	0.005241	0.010432	0.174955	0.000000	0.218727	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.027684	0.113122	0.052917	0.062393	0.101548	0.079014	0.381273	0.229891	0.067561	0.765189	0.080068	0.203713	0.260284	0.280576	0.365271	0.103473	0.327187	0.267005	0.299460	0.185159	0.011168	0.000000	0.000000	0.010980	0.035036	0.000000	0.167268	0.029426	0.114192	0.006077	0.043192	0.085472	0.057845	0.047299	0.108681
I	14465380	14468214	Y105E8A.14	0.357093	0.639119	0.417601	0.661393	0.309851	0.582564	0.743096	0.314786	0.831653	0.314718	0.297238	2.466542	0.000000	0.935331	0.000000	7.422849	1.937472	0.836111	1.209598	1.416289	0.009377	1.325416	0.681353	1.450969	0.559040	1.218496	0.773791	1.521464	0.577947	1.458699	0.656298	1.034767	0.615725	1.344993	0.829846	1.100512	0.512747	1.380534	0.613671	1.204053	0.683684	0.278021	0.873067	0.205225	0.671143	0.354055	0.625737	0.369984	0.536704	0.548826	0.645603	0.229470	0.246057	0.390429	0.347148	0.358531
I	6056131	6058424	ari.1.2	0.318748	0.616625	0.472967	0.809898	0.375520	0.704047	0.643529	0.269141	0.828107	0.327744	3.870171	1.787357	0.000000	5.495019	0.544335	8.932048	3.172089	2.465041	4.429647	4.187864	12.667692	1.688727	0.430746	1.674422	0.476277	1.323636	0.476573	1.610811	0.536896	1.393991	0.584922	0.846241	0.346204	1.655034	0.544088	1.525731	0.346722	1.589209	0.514450	1.606830	0.410788	0.282377	0.954681	0.311590	0.984684	0.376601	0.806731	0.465115	0.606187	0.173927	0.884936	0.388868	0.337438	0.319890	0.605156	0.491508
IV	7910575	7915189	ntl.4	1.718106	1.734637	1.916136	1.965239	1.484649	1.795453	1.795684	1.622260	1.996334	1.431891	8.784538	4.096021	0.053690	7.126203	1.188277	7.281133	3.835731	5.146242	4.839210	3.137268	2.781960	3.675470	1.580877	3.636941	1.507949	3.805218	1.641935	4.588719	1.748245	3.398370	2.323627	2.251380	1.328531	4.405965	1.980809	3.208126	1.221004	4.057065	1.774490	3.787329	1.813001	1.829950	2.760244	1.753330	2.432808	2.106472	1.968416	1.664773	1.674995	1.936157	1.906340	1.030204	0.949237	1.244848	1.508482	1.471905
IV	4651044	4652447	ubc.9	1.065939	3.637584	1.125694	3.073754	0.950982	3.739002	3.498058	1.193314	3.531954	1.189026	17.816771	12.053289	0.176567	19.498624	0.829599	14.277299	7.663969	10.643646	13.257562	14.383506	18.667250	6.095384	1.605101	6.398574	1.713955	5.774098	2.021966	6.275392	1.865596	6.067926	1.954837	5.702080	1.852262	6.377993	2.085096	6.442006	1.935888	6.055460	1.980684	6.157577	1.673216	0.848872	3.754853	1.307964	3.430744	1.223523	3.660532	1.396480	3.345755	1.364438	3.573389	1.218533	1.378733	1.577300	1.789691	1.569139
I	1698349	1701128	ubc.3	0.857800	1.710194	0.872505	1.563009	0.656509	1.621573	2.057082	0.822328	2.241655	0.751847	6.245701	5.307704	0.000000	7.657001	3.422279	7.083824	1.922356	5.338001	4.076758	2.055993	13.856745	1.772624	1.023597	2.118112	0.846854	2.071467	0.782485	2.241799	0.893709	1.917763	1.116854	2.171742	1.177669	1.922062	0.890992	2.229895	0.928070	1.899777	0.968086	1.791947	0.786782	0.822498	1.236222	0.864210	1.392033	0.866800	1.483944	0.821450	2.067267	1.004569	1.507706	0.697211	0.804341	0.890259	0.908823	0.863636
II	8062741	8066193	ufd.2	1.394971	2.015086	1.695082	2.144896	1.196571	1.895051	1.827020	1.136387	1.821512	1.074170	2.440246	1.461040	0.000000	6.415031	1.248878	0.312957	0.064557	0.843731	1.376017	1.457931	0.007699	4.533178	1.711022	3.707465	1.586298	4.378840	1.800263	4.484753	1.851399	3.820504	2.393482	2.397805	1.556616	4.099598	2.096464	4.237183	1.551570	4.266277	2.136792	4.057649	2.051452	1.487753	2.727071	1.326814	2.628757	1.487783	2.010532	1.428478	1.696983	1.085994	2.016792	0.856490	0.860602	1.132666	1.267608	1.086030
I	280114	286113	marc.4	0.014058	0.005591	0.016497	0.010377	0.024159	0.009153	0.008503	0.029538	0.002777	0.064702	0.000000	0.013376	0.000000	0.073551	0.000000	0.000000	0.000000	0.000000	0.003844	0.112748	0.000000	0.008058	0.043631	0.013863	0.027350	0.021781	0.033733	0.075575	0.037475	0.014684	0.112743	0.025131	0.018726	0.027171	0.066135	0.075534	0.032973	0.074096	0.090158	0.056293	0.034169	0.013004	0.008363	0.036774	0.009716	0.036716	0.006955	0.028964	0.009422	0.026592	0.001415	0.006705	0.027866	0.015543	0.022029	0.026282
V	11767328	11769899	sel.11	1.302231	1.205273	1.879770	1.474242	1.110857	1.361203	1.265513	1.273868	1.347557	1.027887	0.000000	1.086618	3.854125	0.485181	0.119135	0.747017	1.348334	0.000000	1.726457	0.003462	1.669367	2.483886	1.771023	2.294864	1.495697	2.779214	1.625749	2.735156	1.675947	2.405756	2.255019	1.670259	1.188471	2.614021	1.799723	2.454758	1.125958	2.696101	1.690209	2.460358	1.592666	1.275403	1.886752	1.403140	2.004611	1.317681	1.361911	1.307391	1.255165	1.427105	1.453010	0.688425	0.648345	0.800291	0.945225	1.060700
V	15066298	15067352	otub.1	0.914812	1.407575	1.263691	1.597897	0.950414	1.576821	1.628161	0.892775	1.683041	0.603320	4.683774	3.623377	0.000000	4.645838	3.814179	13.936848	1.603370	0.000000	3.613342	1.515650	5.420998	3.123470	1.668033	2.792331	1.439910	3.106283	1.406830	3.516386	1.564144	3.032657	1.783691	2.044034	1.353583	3.049375	1.736963	3.280530	1.180176	3.377788	1.734092	3.012705	1.477117	0.846229	2.217228	1.075079	1.565902	0.875693	1.524132	1.102823	1.523536	1.740554	1.687569	0.712413	0.788481	0.813880	1.198112	1.074828
V	10958931	10960669	vps.36	1.195290	0.780873	1.461538	0.927249	0.998229	0.850940	0.909823	0.935177	1.111716	0.674740	2.367040	0.000000	0.000000	0.429488	0.000000	0.000000	0.014247	0.000000	0.568276	0.256033	10.023152	2.113950	1.284352	1.722635	1.050230	1.898823	1.194006	2.367814	1.247302	1.723286	1.925969	0.962573	1.094497	1.858895	1.097376	1.801552	0.763863	2.021900	1.124063	2.012642	1.488301	1.219389	1.273216	1.146726	1.332662	1.402076	0.828270	1.089386	0.804197	0.780188	1.028301	0.455184	0.461681	0.493573	0.760383	0.739181
III	4578853	4581697	wdr.48	0.421074	0.842812	0.722069	1.060345	0.422673	0.924192	1.085103	0.528527	1.194776	0.441379	5.214375	2.126600	31.923634	7.293025	3.974104	1.746308	0.444030	1.787847	4.853809	0.780757	6.382231	2.097570	0.767517	1.865007	0.737357	1.967679	0.710264	2.364469	0.720835	2.002254	1.171943	1.200418	0.554310	2.055953	0.747933	1.926301	0.454767	2.521343	0.963994	2.031009	0.866616	0.559572	1.286890	0.451318	1.273923	0.480657	0.947531	0.533010	0.791385	0.645058	1.131430	0.436111	0.431605	0.596699	0.779627	0.498947
I	10026188	10030059	rae.1	0.402314	0.654535	0.576306	0.588739	0.296220	0.694129	0.570383	0.443552	0.638983	0.300811	1.002024	1.854918	0.000000	2.180280	2.423234	3.538915	2.736141	3.373069	2.255595	2.001339	0.000000	1.306289	0.583026	1.152981	0.438419	1.314482	0.670105	1.292428	0.655423	1.297119	0.926910	0.775152	0.481733	1.524532	0.696447	1.172689	0.490362	1.513347	0.688969	1.128893	0.706040	0.298259	0.708761	0.263581	0.713251	0.351330	0.615303	0.400886	0.479875	0.576946	0.607540	0.313480	0.283784	0.348465	0.476058	0.395235
II	9940753	9944107	ufd.3	2.184187	3.412502	2.830228	3.613976	2.038575	3.348570	3.346923	1.849119	3.431632	1.790066	1.395953	2.546682	0.000000	6.716222	1.598149	1.695503	9.381422	2.516841	4.116898	0.910136	0.000000	6.435604	3.302642	6.163125	3.196504	6.225351	3.348101	6.574409	3.174229	5.834418	4.253517	4.686336	3.328123	6.115987	3.714016	6.487320	3.016881	6.636410	3.761762	5.506164	3.527234	1.949111	3.694837	1.825261	3.815964	1.872112	3.330957	2.120471	3.558246	2.449483	3.204710	1.325273	1.273084	1.378897	1.681155	1.380663
IV	794632	795433	skr.18	0.712430	0.959905	1.029619	0.949840	0.713112	1.069425	1.096230	0.862001	1.258081	0.608299	0.000000	0.493481	0.000000	0.000000	0.000000	2.341531	0.000000	10.384608	0.000000	0.000000	0.000000	2.510682	1.689325	2.145747	1.222602	2.134593	1.456142	2.723194	1.610464	2.301629	1.856911	1.785007	0.963020	2.332384	1.855924	1.987620	1.201511	2.743242	1.618225	2.491836	1.791346	0.759657	1.552731	0.719843	0.861734	1.003885	1.085248	1.069666	0.891714	1.394106	1.091749	0.661225	0.500875	0.372504	0.669114	0.750900
I	7936264	7938328	T22C1.1	0.642852	1.895108	0.829120	1.871560	0.582405	2.121234	1.952372	0.583201	1.900496	0.552163	3.957878	5.847554	0.000000	7.583445	5.186566	31.462993	1.391618	5.644494	2.379563	4.096275	3.231807	3.827130	0.837440	3.471924	0.916645	3.288261	0.803978	3.758780	0.923223	3.469227	1.241321	2.884010	0.838171	3.602395	1.083848	3.666918	0.707720	3.461985	0.971371	3.159958	1.118449	0.570720	2.169821	0.646166	2.363254	0.653832	2.050228	0.702506	2.091283	0.888829	1.828438	0.636651	0.610910	0.864359	1.255667	0.894036
IV	12089286	12092213	mig.32	0.240102	1.262306	0.401515	1.378823	0.225733	1.368238	1.615731	0.279733	1.775488	0.349862	2.462981	4.744867	0.000000	6.796060	0.627872	6.802533	6.393329	0.961335	4.338037	5.202384	0.000000	2.670658	0.435304	2.666091	0.313556	2.248597	0.473910	2.959243	0.389514	2.424859	0.641320	2.018732	0.473347	2.698759	0.537286	2.488131	0.449669	2.444115	0.504967	2.178334	0.465207	0.283402	1.425418	0.274075	1.598343	0.305778	1.311498	0.347993	1.652001	0.490512	1.335750	0.421454	0.448738	0.496953	0.865378	0.672334
I	14647782	14651288	bath.40	0.646252	0.767568	0.775091	0.774316	0.635880	0.829040	0.807470	0.503672	0.774393	0.426348	0.983415	0.936702	0.000000	2.242615	0.000000	2.700473	1.145894	0.619532	0.588625	0.295726	0.007580	1.621535	0.877549	1.606423	0.754609	1.576977	1.050508	2.263453	0.946556	1.591886	1.103515	1.227599	0.781807	1.760734	0.950284	1.744219	0.799641	1.635016	0.956189	1.558383	0.968862	0.648979	1.143319	0.879499	0.946757	0.687062	0.886639	0.572503	2.836040	0.523258	0.759178	0.286836	0.336487	113.293293	0.533996	0.514665
III	4937322	4939453	fsn.1	0.385193	0.541213	0.472156	0.697823	0.242040	0.640756	0.721516	0.243723	0.695652	0.352659	0.303366	1.326319	0.000000	0.062272	0.000000	0.000000	0.000000	0.440142	1.797992	0.000000	0.000000	1.556222	0.616444	1.255345	0.389777	1.520612	0.675104	1.699047	0.575200	1.393666	0.953496	0.981319	0.495526	1.980902	0.702091	1.603405	0.396286	1.753314	0.706717	1.317433	0.680202	0.496644	1.013626	0.249399	0.852239	0.359293	0.779948	0.275542	0.708936	0.168434	0.824717	0.264272	0.282403	0.405465	0.537466	0.405561
IV	9989671	9994945	uba.1	2.370845	3.381489	3.222119	3.925156	2.234001	3.582291	3.528807	1.995055	3.466173	2.160909	5.642267	1.600402	0.093942	7.433364	6.882095	1.573285	0.815749	2.522559	5.293848	1.268131	0.005039	7.014000	3.340090	6.311926	3.647599	7.163454	4.072177	6.591605	3.732829	6.757457	4.074381	4.443671	3.001184	7.541974	3.935338	6.601752	3.298380	7.604397	3.794427	6.316149	3.500749	2.698484	4.358493	2.364805	4.496955	2.700657	3.726348	2.540249	3.156321	2.419803	3.532755	1.830531	1.608369	2.039051	2.562850	2.038409
II	278621	282583	trul.1	0.119199	0.351009	0.245627	0.432940	0.165688	0.341865	0.419341	0.186609	0.386776	0.139655	0.128557	0.471832	0.000000	0.759471	4.099290	0.000000	0.114056	0.000000	0.354042	0.037063	1.069862	0.791883	0.383912	0.695024	0.285997	0.793377	0.322249	1.023478	0.324238	0.733715	0.542504	0.490988	0.294877	0.862907	0.452428	0.732582	0.281315	0.796977	0.324804	0.842171	0.475486	0.189022	0.461877	0.159451	0.410378	0.181778	0.344905	0.198108	0.364448	0.130858	0.358937	0.120143	0.143455	0.225928	0.263138	0.175392
I	14790244	14790934	uev.1	2.485188	2.445530	3.591737	6.305098	2.594691	2.467010	2.561001	2.258151	2.691606	2.178311	2.441661	5.457308	0.359020	3.033881	0.621472	0.000000	0.008971	1.252021	5.213180	0.696498	22.569914	5.247635	3.557153	5.316667	3.031764	4.441976	3.807380	8.031839	3.770107	5.352901	4.685073	18.085589	3.011927	13.035216	32.441986	4.685730	23.452440	5.773509	109.604490	63.770804	3.904404	3.052603	22.766832	19.921019	28.774806	3.090788	2.761549	2.761358	12.950717	2.369763	2.657803	55.169750	1.335952	575.201827	2.372823	1.345630
V	16802872	16814957	cand.1	0.556408	0.725900	0.796063	0.825294	0.542494	0.692766	0.890295	0.588024	0.828349	0.528239	1.345450	0.505378	0.000000	1.879079	1.897088	1.438995	1.191447	0.778164	1.393165	1.982088	0.566255	1.506884	0.664052	1.346131	0.644459	1.384546	0.710001	1.551257	0.651527	1.271450	0.823122	1.076068	0.572606	1.501994	0.792654	1.341726	0.580750	1.442443	0.784363	1.301679	0.795177	0.654126	0.995071	0.609048	0.969705	0.679266	0.834972	0.696585	0.787264	0.547812	0.876419	0.449913	0.398774	0.461390	0.589297	0.560034
III	1194386	1196292	dss.1	0.126839	0.200347	0.350486	0.199586	0.246011	0.257365	0.271445	0.262877	0.563667	0.437619	0.041112	0.177760	5.588735	0.309824	0.000000	0.000000	0.000000	0.453250	0.044358	0.121402	0.000000	0.869966	0.627029	0.603593	0.462690	0.446575	0.465234	0.450785	0.542002	0.752683	0.436045	0.278118	0.410605	0.791607	0.541705	0.490471	0.381198	0.785436	0.569980	0.610866	0.686241	0.181453	0.245221	0.145997	0.223725	0.192599	0.259052	0.223193	0.115928	0.418483	0.242768	0.182909	0.190447	0.218511	0.312012	0.238973
III	6711890	6713191	F37A4.5	3.033670	0.015866	4.136303	0.241894	3.096278	0.033765	0.011202	3.592907	0.051212	3.656308	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.104043	6.248097	0.127848	5.379472	0.266863	6.796004	0.704276	6.352381	0.290184	9.588875	0.257927	4.728907	0.359804	7.293157	0.746794	5.154834	0.628525	7.418560	0.523014	7.311378	3.004112	0.012178	2.755505	0.096678	3.017803	0.010691	3.734979	0.053321	4.015727	0.019578	0.304039	0.411172	0.334459	0.242661	0.390499
I	9611813	9615082	ate.1	0.276038	0.246254	0.426364	0.280344	0.267316	0.288916	0.308732	0.282243	0.369410	0.237471	1.707914	0.263654	0.000000	0.966141	0.124149	3.024774	0.000000	0.823008	0.543129	0.000000	0.000000	0.763072	0.374655	0.595025	0.398385	0.709184	0.452468	0.738061	0.347126	0.662131	0.635593	0.345142	0.328751	0.808030	0.508858	0.685581	0.271132	0.787624	0.537716	0.641409	0.447890	0.436709	0.380464	0.247702	0.424176	0.340095	0.308464	0.282261	0.315168	0.390396	0.336336	0.159968	0.111041	0.121699	0.220100	0.223292
